case_id,changed_voxels_vs_standard_nnunet,dice_delta_vs_standard_nnunet,help_harm,pathology,seed,variant,evidence_source
Case2020,234,-0.10979485102849024,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2031,858,-0.29880478087649404,harm_or_neutral,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2031,988,-0.8013937282229965,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2033,1200,-0.06116280611230368,harm_or_neutral,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2033,602,-0.05280831681457554,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3004,2586,-0.1745740477949177,harm_or_neutral,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3004,2109,-0.19506588625593707,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3011,2141,-0.14031994776363044,harm_or_neutral,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3011,2291,-0.36542787109068076,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3012,2172,-0.09008843512829007,harm_or_neutral,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3012,2121,-0.5645967212456904,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3023,1276,-0.10984349947374114,harm_or_neutral,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3023,1230,-0.14474462635245167,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3026,3514,-0.16820109656927412,harm_or_neutral,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3026,3702,-0.26933371013019825,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3034,3269,-0.2781204241411487,harm_or_neutral,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3034,2377,-0.16730714134368818,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3038,4688,-0.1592339558760787,harm_or_neutral,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3038,9343,-0.7048930320146256,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3040,2719,-0.147687028923239,harm_or_neutral,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3040,1505,-0.20114616369552252,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3044,2872,-0.1101651520393,harm_or_neutral,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3044,3163,-0.3172425928431219,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case5005,0,,identity,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case5005,2611,-0.5212043095766457,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6001,0,,identity,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6001,1825,-0.42060956889875706,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6010,0,,identity,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6010,1008,-0.49259110933119743,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case7005,0,,identity,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case7005,35,,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8003,0,,identity,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8003,1848,-0.4984460939643406,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8011,0,,identity,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8011,136,-0.22406639004149378,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8015,0,,identity,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8015,934,-0.22765347291809504,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8019,0,,identity,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8019,862,-0.32384282826494326,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8021,0,,identity,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8021,626,0.008746355685131196,help,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8022,0,,identity,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8022,866,-0.20556470748258188,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8023,0,,identity,edema,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8023,1281,-0.07729056879748752,harm_or_neutral,scar,20260724,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1002,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1002,1778,-0.24207782452121773,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1007,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1007,4519,-0.190923361607498,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1009,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1009,3385,-0.20690352924438266,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1010,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1010,2157,-0.46275893706462645,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1021,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1021,1537,-0.5699192044748291,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1023,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1023,2605,-0.3609579517765634,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1029,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1029,5040,0.009544393260554035,help,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1033,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1033,6609,-0.5424191940578353,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1040,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1040,2906,-0.4280078895463511,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1042,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1042,950,-0.2573770491803279,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1045,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1045,1212,0.07724127496197107,help,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1047,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1047,8296,-0.23191908582850168,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1053,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1053,1890,-0.5168755904905664,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1062,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1062,9323,-0.5070823546159869,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1070,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1070,5703,-0.4587833783378337,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1073,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1073,1875,-0.18903897930827726,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1080,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1080,2277,-0.3208663808813065,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2002,2819,-0.21326738994224198,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2002,1076,-0.5602700096432015,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2007,2584,-0.13638520711561408,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2007,820,-0.4898728214790391,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2008,3688,0.19788801661171923,help,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2008,1042,-0.7531584062196307,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2017,4209,-0.18816379745092554,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2017,1230,-0.5470588235294118,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2020,1116,-0.04972946860606309,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2020,173,-0.4196185286103542,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2031,1830,-0.2255870544795769,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2031,858,-0.8013937282229965,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2033,4111,-0.23320864314266437,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2033,1125,-0.7208988764044943,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3004,8992,-0.02718967333248673,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3004,2742,-0.6247040252565115,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3011,6272,-0.10055637156718741,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3011,2455,-0.6389535925461387,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3012,8826,-0.16393532932873323,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3012,2514,-0.8267066766691673,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3023,4476,-0.07717207677710791,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3023,2635,-0.6612691466083152,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3026,11545,-0.03146471910383833,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3026,3232,-0.8081740276862228,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3034,10700,-0.4333538898081919,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3034,3545,-0.8293831423638361,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3038,8543,-0.1063147715779435,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3038,7687,-0.75830144426614,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3040,9586,-0.19131393570448238,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3040,2280,-0.8691367757193535,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3044,9777,-0.14859851300275395,harm_or_neutral,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3044,4022,-0.7844537386514332,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case5005,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case5005,2592,-0.5351490896344073,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6001,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6001,1478,-0.3303371209979837,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6010,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case6010,1424,-0.43838283543676093,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case7005,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case7005,156,0.0,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8003,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8003,1540,-0.3799482673382262,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8011,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8011,140,-0.22406639004149378,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8015,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8015,1215,-0.09762351746215514,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8019,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8019,707,-0.6464310438378207,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8021,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8021,536,0.0,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8022,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8022,1118,-0.4550624820093999,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8023,0,,identity,edema,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case8023,1813,-0.05713449982727009,harm_or_neutral,scar,20260724,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1002,29233,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1002,472985,-0.6080833152935352,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1007,57993,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1007,1239777,-0.5770677591760768,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1009,40678,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1009,846032,-0.5953036364589857,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1010,40489,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1010,627692,-0.47642281061305264,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1021,41045,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1021,635952,-0.5643932880519682,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1023,46949,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1023,1101957,-0.6423006192444621,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1029,46874,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1029,996273,-0.163200734946466,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1033,45619,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1033,1062418,-0.6637497730264135,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1040,21672,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1040,649376,-0.4213946624810165,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1042,20634,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1042,377312,-0.752597837170052,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1045,9237,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1045,484971,-0.09357629784449029,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1047,42423,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1047,1259852,-0.6177599123369084,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1053,30522,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1053,470496,-0.515173587744926,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1062,44984,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1062,1069578,-0.4983597960234085,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1070,38289,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1070,1038648,-0.4956584928149025,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1073,23943,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1073,525094,-0.41996230265672174,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1080,6587,,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case1080,494753,-0.6313797394244076,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2002,2702,-0.5376005596362364,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2002,349772,-0.5545970731880479,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2007,1190,-0.5701357466063348,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2007,135537,-0.47094212265585156,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2008,1171,-0.3485546711353163,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2008,235276,-0.7446050594593688,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2017,2265,-0.6796246648793566,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2017,249829,-0.5408253749236,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2020,950,-0.5630676084762866,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2020,132553,-0.4112006033813371,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2031,195,-0.29880478087649404,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2031,151453,-0.7901117773856642,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2033,1813,-0.523033309709426,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case2033,317714,-0.7140225656077487,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3004,1743,-0.4530451866404715,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3004,1125644,-0.6205898034210662,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3011,1337,-0.26666666666666666,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3011,420903,-0.6242941914900616,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3012,1930,-0.45068083693125205,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3012,912154,-0.8205638036444018,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3023,893,-0.16291793313069908,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3023,638726,-0.6552532534580391,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3026,1402,-0.21919504643962848,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3026,935618,-0.7989437771463073,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3034,1792,-0.6546035125066525,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3034,753750,-0.8219474840936397,harm_or_neutral,scar,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
Case3038,4065,-0.16778761061946904,harm_or_neutral,edema,20260724,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/help_harm.csv
